Serial_number:
2003905
Project ID:

Location:
Conness Creek Barologger
BAROMETRIC PRESSURE
UNIT: kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,BAROMETRIC PRESSURE,TEMPERATURE
7/28/2020,02:43:12 am,0,95.3343,21.816
7/28/2020,03:13:12 am,0,95.3053,21.840
7/28/2020,03:43:12 am,0,95.2562,21.875
7/28/2020,04:13:12 am,0,95.2301,21.920
7/28/2020,04:43:12 am,0,95.1669,21.972
7/28/2020,05:13:12 am,0,95.1172,22.032
7/28/2020,05:43:12 am,0,95.0912,22.093
7/28/2020,06:13:12 am,0,95.0543,22.155
7/28/2020,06:43:12 am,0,95.0081,22.228
7/28/2020,07:13:12 am,0,94.9526,22.348
7/28/2020,07:43:12 am,0,76.6837,22.424
7/28/2020,08:13:12 am,0,76.6613,10.629
7/28/2020,08:43:12 am,0,76.6458,10.397
7/28/2020,09:13:12 am,0,76.6325,10.010
7/28/2020,09:43:12 am,0,76.6193,9.843
7/28/2020,10:13:12 am,0,76.6097,9.648
7/28/2020,10:43:12 am,0,76.6189,9.528
7/28/2020,11:13:12 am,0,76.6191,9.308
7/28/2020,11:43:12 am,0,76.6181,9.022
7/28/2020,12:13:12 pm,0,76.6301,8.953
7/28/2020,12:43:12 pm,0,76.6396,8.904
7/28/2020,01:13:12 pm,0,76.6442,8.871
7/28/2020,01:43:12 pm,0,76.6415,8.823
7/28/2020,02:13:12 pm,0,76.6460,10.140
7/28/2020,02:43:12 pm,0,76.6533,11.126
7/28/2020,03:13:12 pm,0,76.6567,12.565
7/28/2020,03:43:12 pm,0,76.6395,13.216
7/28/2020,04:13:12 pm,0,76.6266,14.528
7/28/2020,04:43:12 pm,0,76.6150,17.442
7/28/2020,05:13:12 pm,0,76.6171,19.618
7/28/2020,05:43:12 pm,0,76.6271,21.511
7/28/2020,06:13:12 pm,0,76.6316,22.782
7/28/2020,06:43:12 pm,0,76.6415,24.295
7/28/2020,07:13:12 pm,0,76.6230,23.646
7/28/2020,07:43:12 pm,0,76.6259,23.452
7/28/2020,08:13:12 pm,0,76.6208,23.442
7/28/2020,08:43:12 pm,0,76.6078,23.293
7/28/2020,09:13:12 pm,0,76.6008,23.181
7/28/2020,09:43:12 pm,0,76.5851,23.283
7/28/2020,10:13:12 pm,0,76.5726,23.430
7/28/2020,10:43:12 pm,0,76.5744,23.215
7/28/2020,11:13:12 pm,0,76.5712,23.052
7/28/2020,11:43:12 pm,0,76.5712,22.612
7/29/2020,12:13:12 am,0,76.5809,22.146
7/29/2020,12:43:12 am,0,76.5755,21.684
7/29/2020,01:13:12 am,0,76.5807,21.091
7/29/2020,01:43:12 am,0,76.5748,20.291
7/29/2020,02:13:12 am,0,76.5797,19.446
7/29/2020,02:43:12 am,0,76.5930,18.559
7/29/2020,03:13:12 am,0,76.5981,17.722
7/29/2020,03:43:12 am,0,76.6347,17.020
7/29/2020,04:13:12 am,0,76.6592,15.677
7/29/2020,04:43:12 am,0,76.6767,14.911
7/29/2020,05:13:12 am,0,76.6739,14.228
7/29/2020,05:43:12 am,0,76.6789,13.712
7/29/2020,06:13:12 am,0,76.6627,13.227
7/29/2020,06:43:12 am,0,76.6564,12.907
7/29/2020,07:13:12 am,0,76.6474,12.681
7/29/2020,07:43:12 am,0,76.6405,12.439
7/29/2020,08:13:12 am,0,76.6163,12.165
7/29/2020,08:43:12 am,0,76.6057,11.803
7/29/2020,09:13:12 am,0,76.5924,11.522
7/29/2020,09:43:12 am,0,76.6022,11.231
7/29/2020,10:13:12 am,0,76.6042,10.889
7/29/2020,10:43:12 am,0,76.6011,10.479
7/29/2020,11:13:12 am,0,76.5927,10.140
7/29/2020,11:43:12 am,0,76.6160,9.958
7/29/2020,12:13:12 pm,0,76.6376,9.435
7/29/2020,12:43:12 pm,0,76.6495,9.143
7/29/2020,01:13:12 pm,0,76.6620,9.122
7/29/2020,01:43:12 pm,0,76.6590,9.115
7/29/2020,02:13:12 pm,0,76.6595,10.649
7/29/2020,02:43:12 pm,0,76.6713,11.831
7/29/2020,03:13:12 pm,0,76.6612,13.196
7/29/2020,03:43:12 pm,0,76.6596,13.926
7/29/2020,04:13:12 pm,0,76.6720,15.573
7/29/2020,04:43:12 pm,0,76.6779,18.070
7/29/2020,05:13:12 pm,0,76.6924,19.914
7/29/2020,05:43:12 pm,0,76.6982,21.793
7/29/2020,06:13:12 pm,0,76.7144,23.326
7/29/2020,06:43:12 pm,0,76.7251,24.920
7/29/2020,07:13:12 pm,0,76.7151,24.208
7/29/2020,07:43:12 pm,0,76.7042,24.095
7/29/2020,08:13:12 pm,0,76.6942,24.219
7/29/2020,08:43:12 pm,0,76.6901,23.983
7/29/2020,09:13:12 pm,0,76.6953,24.065
7/29/2020,09:43:12 pm,0,76.6897,24.063
7/29/2020,10:13:12 pm,0,76.6868,24.093
7/29/2020,10:43:12 pm,0,76.6974,24.040
7/29/2020,11:13:12 pm,0,76.6905,24.000
7/29/2020,11:43:12 pm,0,76.6994,23.914
7/30/2020,12:13:12 am,0,76.6993,23.726
7/30/2020,12:43:12 am,0,76.7003,23.086
7/30/2020,01:13:12 am,0,76.7007,22.175
7/30/2020,01:43:12 am,0,76.7161,21.261
7/30/2020,02:13:12 am,0,76.6809,20.440
7/30/2020,02:43:12 am,0,96.3303,19.926
7/30/2020,03:13:12 am,0,96.3276,19.933
7/30/2020,03:43:12 am,0,96.3216,19.945
7/30/2020,04:13:12 am,0,96.2962,19.962
7/30/2020,04:43:12 am,0,96.2812,19.988
7/30/2020,05:13:12 am,0,96.2485,20.029
7/30/2020,05:43:12 am,0,96.2092,20.077
7/30/2020,06:13:12 am,0,96.1796,20.133
7/30/2020,06:43:12 am,0,96.1591,20.197
7/30/2020,07:13:12 am,0,96.1093,20.260
7/30/2020,07:43:12 am,0,96.0715,20.313
7/30/2020,08:13:12 am,0,96.0499,20.334
7/30/2020,08:43:12 am,0,96.0192,20.360
7/30/2020,09:13:12 am,0,96.0119,20.406
7/30/2020,09:43:12 am,0,95.9842,20.462
7/30/2020,10:13:12 am,0,95.9500,20.523
7/30/2020,10:43:12 am,0,95.9588,20.586
7/30/2020,11:13:12 am,0,95.9560,20.645
7/30/2020,11:43:12 am,0,95.9793,20.695
7/30/2020,12:13:12 pm,0,95.9986,20.738
7/30/2020,12:43:12 pm,0,96.0060,20.773
7/30/2020,01:13:12 pm,0,76.8487,9.660
7/30/2020,01:43:12 pm,0,76.8400,9.666
7/30/2020,02:13:12 pm,0,76.8331,10.678
7/30/2020,02:43:12 pm,0,76.8369,11.854
7/30/2020,03:13:12 pm,0,76.8274,13.124
7/30/2020,03:43:12 pm,0,76.8144,13.977
7/30/2020,04:13:12 pm,0,76.8188,15.564
7/30/2020,04:43:12 pm,0,76.8241,18.022
7/30/2020,05:13:12 pm,0,76.8343,19.965
7/30/2020,05:43:12 pm,0,76.8561,21.701
7/30/2020,06:13:12 pm,0,76.8591,23.355
7/30/2020,06:43:12 pm,0,76.8564,24.715
7/30/2020,07:13:12 pm,0,76.8613,24.387
7/30/2020,07:43:12 pm,0,76.8601,24.038
7/30/2020,08:13:12 pm,0,76.8755,24.089
7/30/2020,08:43:12 pm,0,76.8679,23.908
7/30/2020,09:13:12 pm,0,76.8705,23.730
7/30/2020,09:43:12 pm,0,76.8771,23.884
7/30/2020,10:13:12 pm,0,76.8674,23.862
7/30/2020,10:43:12 pm,0,76.8725,23.852
7/30/2020,11:13:12 pm,0,76.8815,23.734
7/30/2020,11:43:12 pm,0,95.7649,23.420
7/31/2020,12:13:12 am,0,95.7697,20.343
7/31/2020,12:43:12 am,0,95.7627,20.318
7/31/2020,01:13:12 am,0,95.7496,20.301
7/31/2020,01:43:12 am,0,95.7494,20.293
7/31/2020,02:13:12 am,0,95.7274,20.294
7/31/2020,02:43:12 am,0,95.7291,20.303
7/31/2020,03:13:12 am,0,95.7073,20.318
7/31/2020,03:43:12 am,0,95.6345,20.336
7/31/2020,04:13:12 am,0,95.5783,20.362
7/31/2020,04:43:12 am,0,95.5241,20.395
7/31/2020,05:13:12 am,0,95.5147,20.423
7/31/2020,05:43:12 am,0,95.4554,20.431
7/31/2020,06:13:12 am,0,95.4004,20.457
7/31/2020,06:43:12 am,0,95.3735,20.493
7/31/2020,07:13:12 am,0,95.3557,20.573
7/31/2020,07:43:12 am,0,95.3409,20.661
7/31/2020,08:13:12 am,0,95.3139,20.714
7/31/2020,08:43:12 am,0,95.3009,20.762
