"TOA5","DanaBug","CR800","15297","CR800.Std.11","CPU:DanaFk_downloaded_20210707.cr8","13686","T15min"
"TIMESTAMP","RECORD","BattV","Lvl_ft","Temp_C","Observed","Lvl_ft_corr","Offset"
"TS","RN","Volts","feet","deg C","","feet",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-07-21 16:45:00",230638,13.22,0.704,18.34,1,0.954,0.25
"2021-07-21 17:00:00",230639,13.2,0.703,18.31,1,0.952,0.25
"2021-07-21 17:15:00",230640,13.21,0.702,18.27,1,0.952,0.25
"2021-07-21 17:30:00",230641,13.22,0.702,18.22,1,0.952,0.25
"2021-07-21 17:45:00",230642,13.23,0.699,18.16,1,0.949,0.25
"2021-07-21 18:00:00",230643,13.23,0.698,18.09,1,0.948,0.25
"2021-07-21 18:15:00",230644,13.2,0.698,18.01,1,0.948,0.25
"2021-07-21 18:30:00",230645,13.17,0.696,17.92,1,0.945,0.25
"2021-07-21 18:45:00",230646,13.14,0.694,17.82,1,0.944,0.25
"2021-07-21 19:00:00",230647,13.12,0.694,17.71,1,0.943,0.25
"2021-07-21 19:15:00",230648,13.1,0.694,17.62,1,0.944,0.25
"2021-07-21 19:30:00",230649,13.09,0.691,17.52,1,0.941,0.25
"2021-07-21 19:45:00",230650,13.07,0.691,17.43,1,0.941,0.25
"2021-07-21 20:00:00",230651,13.05,0.69,17.35,1,0.94,0.25
"2021-07-21 20:15:00",230652,13.04,0.689,17.26,1,0.939,0.25
"2021-07-21 20:30:00",230653,13.03,0.688,17.18,1,0.938,0.25
"2021-07-21 20:45:00",230654,13,0.688,17.09,1,0.937,0.25
"2021-07-21 21:00:00",230655,12.99,0.689,16.99,1,0.938,0.25
"2021-07-21 21:15:00",230656,12.98,0.688,16.9,1,0.938,0.25
"2021-07-21 21:30:00",230657,12.97,0.687,16.78,1,0.937,0.25
"2021-07-21 21:45:00",230658,12.95,0.686,16.67,1,0.936,0.25
"2021-07-21 22:00:00",230659,12.94,0.685,16.56,1,0.935,0.25
"2021-07-21 22:15:00",230660,12.93,0.685,16.46,1,0.935,0.25
"2021-07-21 22:30:00",230661,12.92,0.685,16.35,1,0.934,0.25
"2021-07-21 22:45:00",230662,12.9,0.684,16.24,1,0.934,0.25
"2021-07-21 23:00:00",230663,12.89,0.684,16.14,1,0.934,0.25
"2021-07-21 23:15:00",230664,12.88,0.684,16.04,1,0.934,0.25
"2021-07-21 23:30:00",230665,12.87,0.683,15.93,1,0.933,0.25
"2021-07-21 23:45:00",230666,12.86,0.683,15.83,1,0.933,0.25
"2021-07-22 00:00:00",230667,12.84,0.682,15.72,1,0.932,0.25
"2021-07-22 00:15:00",230668,12.83,0.684,15.61,1,0.934,0.25
"2021-07-22 00:30:00",230669,12.82,0.683,15.49,1,0.932,0.25
"2021-07-22 00:45:00",230670,12.81,0.684,15.37,1,0.934,0.25
"2021-07-22 01:00:00",230671,12.8,0.683,15.25,1,0.933,0.25
"2021-07-22 01:15:00",230672,12.79,0.684,15.12,1,0.933,0.25
"2021-07-22 01:30:00",230673,12.78,0.684,14.99,1,0.934,0.25
"2021-07-22 01:45:00",230674,12.77,0.684,14.87,1,0.934,0.25
"2021-07-22 02:00:00",230675,12.76,0.685,14.74,1,0.935,0.25
"2021-07-22 02:15:00",230676,12.74,0.685,14.62,1,0.934,0.25
"2021-07-22 02:30:00",230677,12.73,0.686,14.5,1,0.935,0.25
"2021-07-22 02:45:00",230678,12.72,0.686,14.37,1,0.935,0.25
"2021-07-22 03:00:00",230679,12.71,0.685,14.26,1,0.935,0.25
"2021-07-22 03:15:00",230680,12.71,0.687,14.14,1,0.936,0.25
"2021-07-22 03:30:00",230681,12.69,0.687,14.03,1,0.936,0.25
"2021-07-22 03:45:00",230682,12.68,0.688,13.92,1,0.938,0.25
"2021-07-22 04:00:00",230683,12.67,0.687,13.81,1,0.937,0.25
"2021-07-22 04:15:00",230684,12.66,0.688,13.7,1,0.938,0.25
"2021-07-22 04:30:00",230685,12.66,0.688,13.6,1,0.938,0.25
"2021-07-22 04:45:00",230686,12.65,0.689,13.5,1,0.939,0.25
"2021-07-22 05:00:00",230687,12.64,0.689,13.39,1,0.939,0.25
"2021-07-22 05:15:00",230688,12.63,0.689,13.29,1,0.938,0.25
"2021-07-22 05:30:00",230689,12.62,0.691,13.2,1,0.941,0.25
"2021-07-22 05:45:00",230690,12.61,0.691,13.11,1,0.94,0.25
"2021-07-22 06:00:00",230691,12.61,0.691,13.02,1,0.94,0.25
"2021-07-22 06:15:00",230692,12.6,0.692,12.92,1,0.942,0.25
"2021-07-22 06:30:00",230693,12.59,0.692,12.84,1,0.941,0.25
"2021-07-22 06:45:00",230694,12.58,0.691,12.76,1,0.941,0.25
"2021-07-22 07:00:00",230695,12.58,0.692,12.67,1,0.942,0.25
"2021-07-22 07:15:00",230696,12.57,0.692,12.6,1,0.942,0.25
"2021-07-22 07:30:00",230697,12.57,0.692,12.53,1,0.941,0.25
"2021-07-22 07:45:00",230698,12.61,0.693,12.48,1,0.942,0.25
"2021-07-22 08:00:00",230699,12.65,0.694,12.44,1,0.943,0.25
"2021-07-22 08:15:00",230700,12.73,0.692,12.42,1,0.942,0.25
"2021-07-22 08:30:00",230701,12.82,0.693,12.44,1,0.943,0.25
"2021-07-22 08:45:00",230702,12.94,0.693,12.49,1,0.942,0.25
"2021-07-22 09:00:00",230703,13.09,0.693,12.57,1,0.942,0.25
"2021-07-22 09:15:00",230704,13.29,0.693,12.7,1,0.943,0.25
"2021-07-22 09:30:00",230705,13.42,0.692,12.88,1,0.942,0.25
"2021-07-22 09:45:00",230706,13.41,0.691,13.09,1,0.941,0.25
"2021-07-22 10:00:00",230707,13.39,0.693,13.37,1,0.942,0.25
"2021-07-22 10:15:00",230708,13.37,0.693,13.68,1,0.943,0.25
"2021-07-22 10:30:00",230709,13.35,0.693,13.93,1,0.942,0.25
"2021-07-22 10:45:00",230710,13.34,0.694,14.19,1,0.943,0.25
"2021-07-22 11:00:00",230711,13.33,0.693,14.48,1,0.943,0.25
"2021-07-22 11:15:00",230712,13.32,0.694,14.76,1,0.944,0.25
"2021-07-22 11:30:00",230713,13.31,0.692,15.03,1,0.942,0.25
"2021-07-22 11:45:00",230714,13.31,0.693,15.32,1,0.943,0.25
"2021-07-22 12:00:00",230715,13.3,0.693,15.62,1,0.943,0.25
"2021-07-22 12:15:00",230716,13.3,0.693,15.93,1,0.943,0.25
"2021-07-22 12:30:00",230717,13.28,0.696,16.23,1,0.945,0.25
"2021-07-22 12:45:00",230718,13.28,0.693,16.55,1,0.942,0.25
"2021-07-22 13:00:00",230719,13.27,0.693,16.83,1,0.943,0.25
"2021-07-22 13:15:00",230720,13.26,0.69,17.01,1,0.939,0.25
"2021-07-22 13:30:00",230721,13.26,0.695,17.18,1,0.945,0.25
"2021-07-22 13:45:00",230722,13.26,0.694,17.4,1,0.943,0.25
"2021-07-22 14:00:00",230723,13.26,0.693,17.59,1,0.943,0.25
"2021-07-22 14:15:00",230724,13.25,0.692,17.79,1,0.942,0.25
"2021-07-22 14:30:00",230725,13.24,0.693,17.95,1,0.942,0.25
"2021-07-22 14:45:00",230726,13.23,0.691,18.11,1,0.941,0.25
"2021-07-22 15:00:00",230727,13.22,0.691,18.31,1,0.941,0.25
"2021-07-22 15:15:00",230728,13.22,0.691,18.49,1,0.941,0.25
"2021-07-22 15:30:00",230729,13.22,0.691,18.62,1,0.94,0.25
"2021-07-22 15:45:00",230730,13.22,0.688,18.71,1,0.938,0.25
"2021-07-22 16:00:00",230731,13.22,0.688,18.76,1,0.938,0.25
"2021-07-22 16:15:00",230732,13.22,0.686,18.8,1,0.936,0.25
"2021-07-22 16:30:00",230733,13.22,0.685,18.82,1,0.935,0.25
"2021-07-22 16:45:00",230734,13.21,0.684,18.81,1,0.934,0.25
"2021-07-22 17:00:00",230735,13.19,0.686,18.78,1,0.936,0.25
"2021-07-22 17:15:00",230736,13.19,0.683,18.72,1,0.932,0.25
"2021-07-22 17:30:00",230737,13.21,0.683,18.65,1,0.932,0.25
"2021-07-22 17:45:00",230738,13.22,0.681,18.54,1,0.931,0.25
"2021-07-22 18:00:00",230739,13.21,0.679,18.42,1,0.929,0.25
"2021-07-22 18:15:00",230740,13.17,0.678,18.29,1,0.928,0.25
"2021-07-22 18:30:00",230741,13.15,0.678,18.14,1,0.928,0.25
"2021-07-22 18:45:00",230742,13.12,0.677,17.99,1,0.927,0.25
"2021-07-22 19:00:00",230743,13.1,0.676,17.86,1,0.925,0.25
"2021-07-22 19:15:00",230744,13.09,0.675,17.74,1,0.925,0.25
"2021-07-22 19:30:00",230745,13.07,0.674,17.62,1,0.924,0.25
"2021-07-22 19:45:00",230746,13.05,0.673,17.51,1,0.923,0.25
"2021-07-22 20:00:00",230747,13.04,0.673,17.42,1,0.923,0.25
"2021-07-22 20:15:00",230748,13.02,0.672,17.33,1,0.922,0.25
"2021-07-22 20:30:00",230749,13,0.672,17.25,1,0.921,0.25
"2021-07-22 20:45:00",230750,12.99,0.671,17.17,1,0.921,0.25
"2021-07-22 21:00:00",230751,12.98,0.67,17.09,1,0.92,0.25
"2021-07-22 21:15:00",230752,12.96,0.67,17.01,1,0.919,0.25
"2021-07-22 21:30:00",230753,12.94,0.669,16.91,1,0.919,0.25
"2021-07-22 21:45:00",230754,12.93,0.668,16.81,1,0.917,0.25
"2021-07-22 22:00:00",230755,12.92,0.668,16.7,1,0.918,0.25
"2021-07-22 22:15:00",230756,12.91,0.668,16.6,1,0.917,0.25
"2021-07-22 22:30:00",230757,12.9,0.666,16.49,1,0.915,0.25
"2021-07-22 22:45:00",230758,12.89,0.666,16.39,1,0.916,0.25
"2021-07-22 23:00:00",230759,12.87,0.666,16.28,1,0.916,0.25
"2021-07-22 23:15:00",230760,12.86,0.666,16.18,1,0.916,0.25
"2021-07-22 23:30:00",230761,12.85,0.665,16.07,1,0.915,0.25
"2021-07-22 23:45:00",230762,12.84,0.665,15.97,1,0.915,0.25
"2021-07-23 00:00:00",230763,12.83,0.665,15.87,1,0.914,0.25
"2021-07-23 00:15:00",230764,12.81,0.665,15.76,1,0.914,0.25
"2021-07-23 00:30:00",230765,12.8,0.665,15.66,1,0.915,0.25
"2021-07-23 00:45:00",230766,12.79,0.665,15.56,1,0.915,0.25
"2021-07-23 01:00:00",230767,12.78,0.664,15.45,1,0.914,0.25
"2021-07-23 01:15:00",230768,12.77,0.665,15.34,1,0.915,0.25
"2021-07-23 01:30:00",230769,12.76,0.664,15.23,1,0.914,0.25
"2021-07-23 01:45:00",230770,12.75,0.666,15.13,1,0.915,0.25
"2021-07-23 02:00:00",230771,12.74,0.666,15.03,1,0.915,0.25
"2021-07-23 02:15:00",230772,12.73,0.666,14.91,1,0.916,0.25
"2021-07-23 02:30:00",230773,12.72,0.665,14.81,1,0.915,0.25
"2021-07-23 02:45:00",230774,12.71,0.666,14.71,1,0.916,0.25
"2021-07-23 03:00:00",230775,12.7,0.667,14.61,1,0.916,0.25
"2021-07-23 03:15:00",230776,12.69,0.667,14.51,1,0.916,0.25
"2021-07-23 03:30:00",230777,12.68,0.668,14.41,1,0.917,0.25
"2021-07-23 03:45:00",230778,12.67,0.668,14.32,1,0.917,0.25
"2021-07-23 04:00:00",230779,12.66,0.667,14.22,1,0.916,0.25
"2021-07-23 04:15:00",230780,12.66,0.67,14.13,1,0.919,0.25
"2021-07-23 04:30:00",230781,12.65,0.668,14.03,1,0.918,0.25
"2021-07-23 04:45:00",230782,12.64,0.67,13.95,1,0.92,0.25
"2021-07-23 05:00:00",230783,12.63,0.671,13.85,1,0.92,0.25
"2021-07-23 05:15:00",230784,12.62,0.671,13.76,1,0.921,0.25
"2021-07-23 05:30:00",230785,12.61,0.672,13.66,1,0.922,0.25
"2021-07-23 05:45:00",230786,12.6,0.672,13.58,1,0.922,0.25
"2021-07-23 06:00:00",230787,12.6,0.673,13.48,1,0.923,0.25
"2021-07-23 06:15:00",230788,12.59,0.674,13.39,1,0.923,0.25
"2021-07-23 06:30:00",230789,12.59,0.674,13.3,1,0.923,0.25
"2021-07-23 06:45:00",230790,12.58,0.674,13.21,1,0.924,0.25
"2021-07-23 07:00:00",230791,12.57,0.674,13.13,1,0.924,0.25
"2021-07-23 07:15:00",230792,12.56,0.674,13.05,1,0.924,0.25
"2021-07-23 07:30:00",230793,12.56,0.672,12.99,1,0.922,0.25
"2021-07-23 07:45:00",230794,12.61,0.673,12.93,1,0.923,0.25
"2021-07-23 08:00:00",230795,12.66,0.674,12.89,1,0.924,0.25
"2021-07-23 08:15:00",230796,12.73,0.674,12.88,1,0.924,0.25
"2021-07-23 08:30:00",230797,12.83,0.675,12.89,1,0.924,0.25
"2021-07-23 08:45:00",230798,12.94,0.674,12.94,1,0.924,0.25
"2021-07-23 09:00:00",230799,13.1,0.675,13.02,1,0.924,0.25
"2021-07-23 09:15:00",230800,13.29,0.676,13.14,1,0.926,0.25
"2021-07-23 09:30:00",230801,13.4,0.675,13.31,1,0.925,0.25
"2021-07-23 09:45:00",230802,13.38,0.675,13.51,1,0.925,0.25
"2021-07-23 10:00:00",230803,13.37,0.675,13.8,1,0.925,0.25
"2021-07-23 10:15:00",230804,13.35,0.676,14.11,1,0.926,0.25
"2021-07-23 10:30:00",230805,13.33,0.677,14.35,1,0.927,0.25
"2021-07-23 10:45:00",230806,13.31,0.678,14.59,1,0.927,0.25
"2021-07-23 11:00:00",230807,13.3,0.677,14.9,1,0.926,0.25
"2021-07-23 11:15:00",230808,13.29,0.679,15.22,1,0.929,0.25
"2021-07-23 11:30:00",230809,13.29,0.676,15.47,1,0.926,0.25
"2021-07-23 11:45:00",230810,13.28,0.676,15.64,1,0.925,0.25
"2021-07-23 12:00:00",230811,13.28,0.677,15.79,1,0.927,0.25
"2021-07-23 12:15:00",230812,13.29,0.677,15.83,1,0.927,0.25
"2021-07-23 12:30:00",230813,13.28,0.677,15.87,1,0.927,0.25
"2021-07-23 12:45:00",230814,13.28,0.677,15.93,1,0.927,0.25
"2021-07-23 13:00:00",230815,13.28,0.676,15.96,1,0.926,0.25
"2021-07-23 13:15:00",230816,13.28,0.678,15.9,1,0.927,0.25
"2021-07-23 13:30:00",230817,13.28,0.677,15.81,1,0.926,0.25
"2021-07-23 13:45:00",230818,13.28,0.677,15.7,1,0.926,0.25
"2021-07-23 14:00:00",230819,13.27,0.677,15.63,1,0.927,0.25
"2021-07-23 14:15:00",230820,13.27,0.677,15.64,1,0.927,0.25
"2021-07-23 14:30:00",230821,13.26,0.677,15.72,1,0.926,0.25
"2021-07-23 14:45:00",230822,13.26,0.677,15.79,1,0.926,0.25
"2021-07-23 15:00:00",230823,13.24,0.675,16,1,0.925,0.25
"2021-07-23 15:15:00",230824,13.24,0.675,16.22,1,0.925,0.25
"2021-07-23 15:30:00",230825,13.23,0.674,16.44,1,0.924,0.25
"2021-07-23 15:45:00",230826,13.23,0.673,16.7,1,0.923,0.25
"2021-07-23 16:00:00",230827,13.22,0.673,16.92,1,0.923,0.25
"2021-07-23 16:15:00",230828,13.22,0.672,17.15,1,0.921,0.25
"2021-07-23 16:30:00",230829,13.22,0.672,17.36,1,0.922,0.25
"2021-07-23 16:45:00",230830,13.2,0.671,17.5,1,0.921,0.25
"2021-07-23 17:00:00",230831,13.2,0.671,17.59,1,0.921,0.25
"2021-07-23 17:15:00",230832,13.2,0.669,17.63,1,0.918,0.25
"2021-07-23 17:30:00",230833,13.21,0.668,17.62,1,0.918,0.25
"2021-07-23 17:45:00",230834,13.22,0.667,17.6,1,0.917,0.25
"2021-07-23 18:00:00",230835,13.22,0.667,17.54,1,0.916,0.25
"2021-07-23 18:15:00",230836,13.18,0.666,17.47,1,0.916,0.25
"2021-07-23 18:30:00",230837,13.16,0.664,17.39,1,0.914,0.25
"2021-07-23 18:45:00",230838,13.13,0.664,17.29,1,0.913,0.25
"2021-07-23 19:00:00",230839,13.11,0.664,17.18,1,0.913,0.25
"2021-07-23 19:15:00",230840,13.09,0.663,17.06,1,0.912,0.25
"2021-07-23 19:30:00",230841,13.08,0.661,16.96,1,0.911,0.25
"2021-07-23 19:45:00",230842,13.05,0.66,16.87,1,0.91,0.25
"2021-07-23 20:00:00",230843,13.04,0.66,16.79,1,0.91,0.25
"2021-07-23 20:15:00",230844,13.02,0.659,16.73,1,0.909,0.25
"2021-07-23 20:30:00",230845,13.01,0.659,16.66,1,0.909,0.25
"2021-07-23 20:45:00",230846,12.99,0.658,16.58,1,0.908,0.25
"2021-07-23 21:00:00",230847,12.98,0.658,16.51,1,0.907,0.25
"2021-07-23 21:15:00",230848,12.97,0.656,16.43,1,0.906,0.25
"2021-07-23 21:30:00",230849,12.95,0.657,16.35,1,0.906,0.25
"2021-07-23 21:45:00",230850,12.94,0.657,16.27,1,0.906,0.25
"2021-07-23 22:00:00",230851,12.92,0.656,16.18,1,0.906,0.25
"2021-07-23 22:15:00",230852,12.91,0.655,16.09,1,0.904,0.25
"2021-07-23 22:30:00",230853,12.9,0.654,16,1,0.904,0.25
"2021-07-23 22:45:00",230854,12.89,0.655,15.92,1,0.905,0.25
"2021-07-23 23:00:00",230855,12.88,0.655,15.84,1,0.905,0.25
"2021-07-23 23:15:00",230856,12.87,0.654,15.77,1,0.903,0.25
"2021-07-23 23:30:00",230857,12.86,0.655,15.69,1,0.905,0.25
"2021-07-23 23:45:00",230858,12.84,0.655,15.61,1,0.904,0.25
"2021-07-24 00:00:00",230859,12.83,0.655,15.54,1,0.904,0.25
"2021-07-24 00:15:00",230860,12.82,0.655,15.46,1,0.904,0.25
"2021-07-24 00:30:00",230861,12.81,0.654,15.38,1,0.904,0.25
"2021-07-24 00:45:00",230862,12.8,0.656,15.3,1,0.905,0.25
"2021-07-24 01:00:00",230863,12.78,0.656,15.22,1,0.905,0.25
"2021-07-24 01:15:00",230864,12.77,0.655,15.14,1,0.905,0.25
"2021-07-24 01:30:00",230865,12.76,0.656,15.06,1,0.905,0.25
"2021-07-24 01:45:00",230866,12.75,0.655,14.98,1,0.905,0.25
"2021-07-24 02:00:00",230867,12.74,0.656,14.9,1,0.906,0.25
"2021-07-24 02:15:00",230868,12.73,0.656,14.82,1,0.905,0.25
"2021-07-24 02:30:00",230869,12.72,0.656,14.75,1,0.906,0.25
"2021-07-24 02:45:00",230870,12.71,0.657,14.67,1,0.906,0.25
"2021-07-24 03:00:00",230871,12.7,0.657,14.61,1,0.907,0.25
"2021-07-24 03:15:00",230872,12.69,0.656,14.53,1,0.906,0.25
"2021-07-24 03:30:00",230873,12.68,0.659,14.46,1,0.908,0.25
"2021-07-24 03:45:00",230874,12.68,0.659,14.39,1,0.909,0.25
"2021-07-24 04:00:00",230875,12.67,0.659,14.32,1,0.908,0.25
"2021-07-24 04:15:00",230876,12.66,0.66,14.24,1,0.91,0.25
"2021-07-24 04:30:00",230877,12.64,0.661,14.16,1,0.91,0.25
"2021-07-24 04:45:00",230878,12.64,0.661,14.08,1,0.911,0.25
"2021-07-24 05:00:00",230879,12.63,0.662,14,1,0.912,0.25
"2021-07-24 05:15:00",230880,12.62,0.662,13.93,1,0.912,0.25
"2021-07-24 05:30:00",230881,12.61,0.664,13.85,1,0.913,0.25
"2021-07-24 05:45:00",230882,12.61,0.663,13.76,1,0.913,0.25
"2021-07-24 06:00:00",230883,12.6,0.664,13.69,1,0.913,0.25
"2021-07-24 06:15:00",230884,12.6,0.664,13.62,1,0.914,0.25
"2021-07-24 06:30:00",230885,12.59,0.664,13.55,1,0.913,0.25
"2021-07-24 06:45:00",230886,12.58,0.664,13.48,1,0.914,0.25
"2021-07-24 07:00:00",230887,12.58,0.665,13.42,1,0.914,0.25
"2021-07-24 07:15:00",230888,12.57,0.664,13.37,1,0.914,0.25
"2021-07-24 07:30:00",230889,12.57,0.665,13.33,1,0.915,0.25
"2021-07-24 07:45:00",230890,12.61,0.664,13.3,1,0.914,0.25
"2021-07-24 08:00:00",230891,12.66,0.665,13.27,1,0.915,0.25
"2021-07-24 08:15:00",230892,12.73,0.664,13.27,1,0.914,0.25
"2021-07-24 08:30:00",230893,12.82,0.665,13.3,1,0.915,0.25
"2021-07-24 08:45:00",230894,12.94,0.664,13.35,1,0.914,0.25
"2021-07-24 09:00:00",230895,13.12,0.665,13.43,1,0.915,0.25
"2021-07-24 09:15:00",230896,13.32,0.665,13.55,1,0.915,0.25
"2021-07-24 09:30:00",230897,13.38,0.666,13.72,1,0.916,0.25
"2021-07-24 09:45:00",230898,13.37,0.666,13.94,1,0.915,0.25
"2021-07-24 10:00:00",230899,13.35,0.667,14.23,1,0.917,0.25
"2021-07-24 10:15:00",230900,13.34,0.668,14.54,1,0.918,0.25
"2021-07-24 10:30:00",230901,13.32,0.666,14.79,1,0.916,0.25
"2021-07-24 10:45:00",230902,13.3,0.668,15.06,1,0.917,0.25
"2021-07-24 11:00:00",230903,13.29,0.667,15.27,1,0.917,0.25
"2021-07-24 11:15:00",230904,13.29,0.668,15.48,1,0.917,0.25
"2021-07-24 11:30:00",230905,13.28,0.667,15.75,1,0.917,0.25
"2021-07-24 11:45:00",230906,13.27,0.667,16.11,1,0.917,0.25
"2021-07-24 12:00:00",230907,13.27,0.667,16.41,1,0.916,0.25
"2021-07-24 12:15:00",230908,13.26,0.667,16.7,1,0.917,0.25
"2021-07-24 12:30:00",230909,13.26,0.667,16.85,1,0.917,0.25
"2021-07-24 12:45:00",230910,13.26,0.667,16.88,1,0.917,0.25
"2021-07-24 13:00:00",230911,13.27,0.667,16.93,1,0.917,0.25
"2021-07-24 13:15:00",230912,13.26,0.668,17,1,0.918,0.25
"2021-07-24 13:30:00",230913,13.25,0.666,17.18,1,0.916,0.25
"2021-07-24 13:45:00",230914,13.24,0.666,17.3,1,0.916,0.25
"2021-07-24 14:00:00",230915,13.24,0.666,17.29,1,0.916,0.25
"2021-07-24 14:15:00",230916,13.24,0.666,17.29,1,0.916,0.25
"2021-07-24 14:30:00",230917,13.24,0.667,17.36,1,0.917,0.25
"2021-07-24 14:45:00",230918,13.24,0.666,17.38,1,0.915,0.25
"2021-07-24 15:00:00",230919,13.24,0.666,17.37,1,0.915,0.25
"2021-07-24 15:15:00",230920,13.24,0.666,17.33,1,0.916,0.25
"2021-07-24 15:30:00",230921,13.23,0.666,17.33,1,0.915,0.25
"2021-07-24 15:45:00",230922,13.23,0.666,17.39,1,0.916,0.25
"2021-07-24 16:00:00",230923,13.23,0.665,17.44,1,0.915,0.25
"2021-07-24 16:15:00",230924,13.23,0.664,17.47,1,0.914,0.25
"2021-07-24 16:30:00",230925,13.22,0.664,17.5,1,0.913,0.25
"2021-07-24 16:45:00",230926,13.24,0.663,17.52,1,0.913,0.25
"2021-07-24 17:00:00",230927,13.25,0.662,17.53,1,0.912,0.25
"2021-07-24 17:15:00",230928,13.25,0.661,17.52,1,0.911,0.25
"2021-07-24 17:30:00",230929,13.25,0.66,17.51,1,0.91,0.25
"2021-07-24 17:45:00",230930,13.25,0.66,17.5,1,0.909,0.25
"2021-07-24 18:00:00",230931,13.24,0.659,17.5,1,0.909,0.25
"2021-07-24 18:15:00",230932,13.26,0.658,17.5,1,0.908,0.25
"2021-07-24 18:30:00",230933,13.26,0.657,17.48,1,0.907,0.25
"2021-07-24 18:45:00",230934,13.22,0.657,17.46,1,0.906,0.25
"2021-07-24 19:00:00",230935,13.2,0.656,17.44,1,0.906,0.25
"2021-07-24 19:15:00",230936,13.18,0.654,17.39,1,0.903,0.25
"2021-07-24 19:30:00",230937,13.15,0.656,17.33,1,0.905,0.25
"2021-07-24 19:45:00",230938,13.13,0.654,17.27,1,0.904,0.25
"2021-07-24 20:00:00",230939,13.11,0.652,17.22,1,0.901,0.25
"2021-07-24 20:15:00",230940,13.1,0.652,17.17,1,0.902,0.25
"2021-07-24 20:30:00",230941,13.08,0.65,17.11,1,0.9,0.25
"2021-07-24 20:45:00",230942,13.07,0.65,17.05,1,0.9,0.25
"2021-07-24 21:00:00",230943,13.05,0.651,16.98,1,0.901,0.25
"2021-07-24 21:15:00",230944,13.04,0.651,16.89,1,0.9,0.25
"2021-07-24 21:30:00",230945,13.02,0.65,16.81,1,0.899,0.25
"2021-07-24 21:45:00",230946,13,0.65,16.73,1,0.899,0.25
"2021-07-24 22:00:00",230947,12.99,0.649,16.66,1,0.899,0.25
"2021-07-24 22:15:00",230948,12.98,0.651,16.59,1,0.9,0.25
"2021-07-24 22:30:00",230949,12.96,0.649,16.52,1,0.898,0.25
"2021-07-24 22:45:00",230950,12.95,0.649,16.46,1,0.899,0.25
"2021-07-24 23:00:00",230951,12.94,0.65,16.4,1,0.899,0.25
"2021-07-24 23:15:00",230952,12.93,0.65,16.33,1,0.9,0.25
"2021-07-24 23:30:00",230953,12.91,0.651,16.27,1,0.901,0.25
"2021-07-24 23:45:00",230954,12.9,0.652,16.21,1,0.902,0.25
"2021-07-25 00:00:00",230955,12.89,0.654,16.14,1,0.904,0.25
"2021-07-25 00:15:00",230956,12.88,0.658,16.08,1,0.908,0.25
"2021-07-25 00:30:00",230957,12.87,0.663,16.01,1,0.913,0.25
"2021-07-25 00:45:00",230958,12.86,0.666,15.94,1,0.916,0.25
"2021-07-25 01:00:00",230959,12.84,0.667,15.88,1,0.917,0.25
"2021-07-25 01:15:00",230960,12.83,0.667,15.82,1,0.917,0.25
"2021-07-25 01:30:00",230961,12.82,0.668,15.75,1,0.918,0.25
"2021-07-25 01:45:00",230962,12.81,0.669,15.68,1,0.919,0.25
"2021-07-25 02:00:00",230963,12.8,0.67,15.61,1,0.92,0.25
"2021-07-25 02:15:00",230964,12.79,0.671,15.54,1,0.921,0.25
"2021-07-25 02:30:00",230965,12.78,0.672,15.46,1,0.922,0.25
"2021-07-25 02:45:00",230966,12.77,0.672,15.37,1,0.922,0.25
"2021-07-25 03:00:00",230967,12.76,0.671,15.29,1,0.92,0.25
"2021-07-25 03:15:00",230968,12.75,0.672,15.2,1,0.922,0.25
"2021-07-25 03:30:00",230969,12.74,0.672,15.12,1,0.922,0.25
"2021-07-25 03:45:00",230970,12.72,0.673,15.04,1,0.922,0.25
"2021-07-25 04:00:00",230971,12.72,0.673,14.95,1,0.922,0.25
"2021-07-25 04:15:00",230972,12.71,0.671,14.85,1,0.921,0.25
"2021-07-25 04:30:00",230973,12.7,0.673,14.77,1,0.922,0.25
"2021-07-25 04:45:00",230974,12.69,0.674,14.68,1,0.923,0.25
"2021-07-25 05:00:00",230975,12.68,0.673,14.6,1,0.923,0.25
"2021-07-25 05:15:00",230976,12.67,0.674,14.51,1,0.924,0.25
"2021-07-25 05:30:00",230977,12.66,0.674,14.43,1,0.924,0.25
"2021-07-25 05:45:00",230978,12.65,0.673,14.36,1,0.923,0.25
"2021-07-25 06:00:00",230979,12.64,0.675,14.29,1,0.924,0.25
"2021-07-25 06:15:00",230980,12.64,0.674,14.23,1,0.924,0.25
"2021-07-25 06:30:00",230981,12.63,0.675,14.15,1,0.925,0.25
"2021-07-25 06:45:00",230982,12.62,0.675,14.08,1,0.925,0.25
"2021-07-25 07:00:00",230983,12.62,0.674,14.02,1,0.924,0.25
"2021-07-25 07:15:00",230984,12.6,0.674,13.96,1,0.924,0.25
"2021-07-25 07:30:00",230985,12.6,0.673,13.91,1,0.923,0.25
"2021-07-25 07:45:00",230986,12.64,0.674,13.86,1,0.923,0.25
"2021-07-25 08:00:00",230987,12.68,0.674,13.83,1,0.924,0.25
"2021-07-25 08:15:00",230988,12.75,0.675,13.82,1,0.924,0.25
"2021-07-25 08:30:00",230989,12.84,0.676,13.84,1,0.925,0.25
"2021-07-25 08:45:00",230990,12.95,0.675,13.87,1,0.925,0.25
"2021-07-25 09:00:00",230991,13.1,0.674,13.95,1,0.924,0.25
"2021-07-25 09:15:00",230992,13.3,0.675,14.06,1,0.925,0.25
